ngram,freq,COMP,NEG,NEUT,None,POS,max.value,max.prop 
도록,18,0.055555556,0.222222222,0.055555556,0.444444444,0.222222222,None,0.444444444
도록/대사,1,0,0,1,0,0,NEUT,1
도록/대사/부분,1,0,0,1,0,0,NEUT,1
도록/되,1,0,1,0,0,0,NEG,1
도록/되/어,1,0,1,0,0,0,NEG,1
도록/얘기,1,0,0,0,0,1,POS,1
도록/얘기/꽃,1,0,0,0,0,1,POS,1
도록/운항,1,0,1,0,0,0,NEG,1
도록/운항/하,1,0,1,0,0,0,NEG,1
도록/촉구,1,1,0,0,0,0,COMP,1
도록/촉구/하,1,1,0,0,0,0,COMP,1
도록/하*,1,0,1,0,0,0,NEG,1
도록/하*/라,1,0,1,0,0,0,NEG,1
도록/하,4,0,0,0,0.5,0.5,None,0.5
도록/하/겠,1,0,0,0,1,0,None,1
도마,1,0,1,0,0,0,NEG,1
도마/에,1,0,1,0,0,0,NEG,1
도마/에/오르,1,0,1,0,0,0,NEG,1
도망치,1,0,1,0,0,0,NEG,1
도망치/어,1,0,1,0,0,0,NEG,1
도망치/어/나오,1,0,1,0,0,0,NEG,1
도시,1,0,0,0,0,1,POS,1
도시/풍경,1,0,0,0,0,1,POS,1
도시/풍경/을,1,0,0,0,0,1,POS,1
도약,1,0,0,0,0,1,POS,1
도약/을,1,0,0,0,0,1,POS,1
도약/을/시도,1,0,0,0,0,1,POS,1
도와주,1,0,0,0,0,1,POS,1
도와주/시,1,0,0,0,0,1,POS,1
도와주/시/ㅂ시오,1,0,0,0,0,1,POS,1
도움,7,0,0,0,0,1,POS,1
도움/을,3,0,0,0,0,1,POS,1
도움/을/받,1,0,0,0,0,1,POS,1
도움/을/주,2,0,0,0,0,1,POS,1
도움/이,3,0,0,0,0,1,POS,1
도움/이/되,3,0,0,0,0,1,POS,1
도의,1,0,1,0,0,0,NEG,1
도의/적,1,0,1,0,0,0,NEG,1
도의/적/책임,1,0,1,0,0,0,NEG,1
도입,2,0,0,0,0,1,POS,1
도입/으로,1,0,0,0,0,1,POS,1
도입/으로/저,1,0,0,0,0,1,POS,1
도입/하,1,0,0,0,0,1,POS,1
도저,1,0,0,1,0,0,NEUT,1
도저/하,1,0,0,1,0,0,NEUT,1
도저/하/ㄴ,1,0,0,1,0,0,NEUT,1
도저히,1,0,1,0,0,0,NEG,1
도저히/거부,1,0,1,0,0,0,NEG,1
도저히/거부/하,1,0,1,0,0,0,NEG,1
도전,3,0,0.666666667,0,0,0.333333333,NEG,0.666666667
도전/으로,1,0,1,0,0,0,NEG,1
도전/으로/파악,1,0,1,0,0,0,NEG,1
도전/이,1,0,1,0,0,0,NEG,1
도처,1,0,0,1,0,0,NEUT,1
도처/에,1,0,0,1,0,0,NEUT,1
도처/에/과거,1,0,0,1,0,0,NEUT,1
도취,1,0,0,0,0,1,POS,1
도취/이,1,0,0,0,0,1,POS,1
독과점,1,0,1,0,0,0,NEG,1
독과점/체제,1,0,1,0,0,0,NEG,1
독립,2,0,1,0,0,0,NEG,1
독립/유공자,1,0,1,0,0,0,NEG,1
독립/유공자/가,1,0,1,0,0,0,NEG,1
독립/투사,1,0,1,0,0,0,NEG,1
독립/투사/이,1,0,1,0,0,0,NEG,1
독서,1,0,0,0,0,1,POS,1
독서/후,1,0,0,0,0,1,POS,1
독서/후/활동,1,0,0,0,0,1,POS,1
독설,1,0,1,0,0,0,NEG,1
독설/적,1,0,1,0,0,0,NEG,1
독설/적/이,1,0,1,0,0,0,NEG,1
독자,1,0,1,0,0,0,NEG,1
독자/적,1,0,1,0,0,0,NEG,1
독점,2,0,1,0,0,0,NEG,1
독점/에,1,0,1,0,0,0,NEG,1
독점/에/맞서,1,0,1,0,0,0,NEG,1
독특,1,0,0,0,0,1,POS,1
독특/하,1,0,0,0,0,1,POS,1
독특,3,0,0,0,0,1,POS,1
독특/하,3,0,0,0,0,1,POS,1
돈,2,0,0.5,0,0,0.5,NEG,0.5
돈/얼마,1,0,1,0,0,0,NEG,1
돈/얼마/받,1,0,1,0,0,0,NEG,1
돋보이,3,0,0,0,0,1,POS,1
돋아나,1,0,1,0,0,0,NEG,1
돌,1,0,1,0,0,0,NEG,1
돌/을,1,0,1,0,0,0,NEG,1
돌/을/던지,1,0,1,0,0,0,NEG,1
돌,1,0,0,0,0,1,POS,1
돌/더라도,1,0,0,0,0,1,POS,1
돌/더라도/못,1,0,0,0,0,1,POS,1
돌리,1,0,1,0,0,0,NEG,1
돌리/어,1,0,1,0,0,0,NEG,1
돌리/어/버리,1,0,1,0,0,0,NEG,1
돌아가,1,0,1,0,0,0,NEG,1
돌아가/잖아요,1,0,1,0,0,0,NEG,1
돌아서,1,0,1,0,0,0,NEG,1
돌아앉,1,0,1,0,0,0,NEG,1
돌아앉/아,1,0,1,0,0,0,NEG,1
돌아앉/아/한,1,0,1,0,0,0,NEG,1
돌아오,3,0,0.333333333,0.333333333,0,0.333333333,NEG,0.333333333
돌아오/았,1,0,0,1,0,0,NEUT,1
돌아오/았/다,1,0,0,1,0,0,NEUT,1
돌아오/지,1,0,1,0,0,0,NEG,1
돌아오/지/는,1,0,1,0,0,0,NEG,1
돕,4,0,0.25,0,0,0.75,POS,0.75
돕/게,1,0,0,0,0,1,POS,1
돕/게/되,1,0,0,0,0,1,POS,1
돕/ㄹ,1,0,1,0,0,0,NEG,1
돕/ㄹ/뿐,1,0,1,0,0,0,NEG,1
동,1,0,1,0,0,0,NEG,1
동/그렇,1,0,1,0,0,0,NEG,1
동료,1,0,0,0,0,1,POS,1
동료/상담,1,0,0,0,0,1,POS,1
동료/상담/이,1,0,0,0,0,1,POS,1
동무,1,0,1,0,0,0,NEG,1
동무/들,1,0,1,0,0,0,NEG,1
동무/들/따르,1,0,1,0,0,0,NEG,1
동물,1,0,0,1,0,0,NEUT,1
동물/을,1,0,0,1,0,0,NEUT,1
동물/을/생각,1,0,0,1,0,0,NEUT,1
동시,1,0,0,0,0,1,POS,1
동시/답,1,0,0,0,0,1,POS,1
동아리,1,0,0,0,0,1,POS,1
동아리/한,1,0,0,0,0,1,POS,1
동아리/한/마당,1,0,0,0,0,1,POS,1
동안,3,0,0.666666667,0,0,0.333333333,NEG,0.666666667
동안/오른,1,0,0,0,0,1,POS,1
동안/오른/손목,1,0,0,0,0,1,POS,1
동안/이,1,0,1,0,0,0,NEG,1
동안/이/세상,1,0,1,0,0,0,NEG,1
동안/태극기,1,0,1,0,0,0,NEG,1
동안/태극기/를,1,0,1,0,0,0,NEG,1
동요,1,0,1,0,0,0,NEG,1
동요/하,1,0,1,0,0,0,NEG,1
동요/하/게,1,0,1,0,0,0,NEG,1
동의,1,0,0,0,0,1,POS,1
동의/를,1,0,0,0,0,1,POS,1
동의/를/얻,1,0,0,0,0,1,POS,1
동이,1,0,1,0,0,0,NEG,1
동이/푸,1,0,1,0,0,0,NEG,1
동이/푸/어,1,0,1,0,0,0,NEG,1
동작,1,0,0,0,0,1,POS,1
동작/의,1,0,0,0,0,1,POS,1
동작/의/속도,1,0,0,0,0,1,POS,1
동참,2,0,0,0,0,1,POS,1
동참/하,1,0,0,0,0,1,POS,1
동참/확산,1,0,0,0,0,1,POS,1
동포,1,0,0,0,0,1,POS,1
동포/사랑,1,0,0,0,0,1,POS,1
동포/사랑/은,1,0,0,0,0,1,POS,1
되,53,0.056603774,0.41509434,0.094339623,0.056603774,0.377358491,NEG,0.41509434
되/ㄴ,5,0,0.2,0.4,0,0.4,NEUT,0.4
되/ㄴ/것,3,0,0,0.333333333,0,0.666666667,POS,0.666666667
되/ㄴ/꿈,1,0,0,1,0,0,NEUT,1
되/ㄴ/일,1,0,1,0,0,0,NEG,1
되/ㄴ다,3,0,0.666666667,0,0.333333333,0,NEG,0.666666667
되/는,2,0,0.5,0,0,0.5,NEG,0.5
되/는/시기,1,0,1,0,0,0,NEG,1
되/는/책,1,0,0,0,0,1,POS,1
되/니까,1,0,1,0,0,0,NEG,1
되/ㄹ,1,0,0,1,0,0,NEUT,1
되/ㄹ/수,1,0,0,1,0,0,NEUT,1
되/ㄹ까,1,1,0,0,0,0,COMP,1
되/리란,1,0,0,0,0,1,POS,1
되/리란/생각,1,0,0,0,0,1,POS,1
되/면,1,0,0,0,0,1,POS,1
되/면/모든,1,0,0,0,0,1,POS,1
되/ㅂ시다,1,0,0,0,0,1,POS,1
되/어,5,0.2,0.8,0,0,0,NEG,0.8
되/어/돌아오,1,0,1,0,0,0,NEG,1
되/어/버리,1,1,0,0,0,0,COMP,1
되/어/보상,1,0,1,0,0,0,NEG,1
되/어/있,2,0,1,0,0,0,NEG,1
되/어야지요,1,0,0,0,0,1,POS,1
되/었,1,0,0,0,0,1,POS,1
되/었/다,1,0,0,0,0,1,POS,1
되/잖아요,1,0,0,0,0,1,POS,1
되/지,1,0,1,0,0,0,NEG,1
되/지/않,1,0,1,0,0,0,NEG,1
되,1,0,0,0,0,1,POS,1
되/게,1,0,0,0,0,1,POS,1
되/게/살,1,0,0,0,0,1,POS,1
되,80,0.0375,0.4875,0.1,0,0.375,NEG,0.4875
되/고,3,0,0.666666667,0.333333333,0,0,NEG,0.666666667
되/고/있,2,0,1,0,0,0,NEG,1
되/고/토하,1,0,0,1,0,0,NEUT,1
되/ㄴ,6,0.166666667,0.333333333,0.166666667,0,0.333333333,NEG,0.333333333
되/ㄴ/것,1,0,0,1,0,0,NEUT,1
되/ㄴ/부위,1,0,0,0,0,1,POS,1
되/ㄴ/섬,1,1,0,0,0,0,COMP,1
되/ㄴ/위기,1,0,1,0,0,0,NEG,1
되/ㄴ/전화,1,0,0,0,0,1,POS,1
되/ㄴ/후,1,0,1,0,0,0,NEG,1
되/는,1,0,1,0,0,0,NEG,1
되/는/것,1,0,1,0,0,0,NEG,1
되/는지,1,0,1,0,0,0,NEG,1
되/는지/여부,1,0,1,0,0,0,NEG,1
되/ㄹ,2,0,1,0,0,0,NEG,1
되/ㄹ/날,1,0,1,0,0,0,NEG,1
되/ㄹ/리,1,0,1,0,0,0,NEG,1
되/어,2,0,1,0,0,0,NEG,1
되/어/가,1,0,1,0,0,0,NEG,1
되/어/있,1,0,1,0,0,0,NEG,1
되/었,2,0,0.5,0,0,0.5,NEG,0.5
되/었/더라면,1,0,1,0,0,0,NEG,1
되/었/을,1,0,0,0,0,1,POS,1
되/지,7,0,0.571428571,0.285714286,0,0.142857143,NEG,0.571428571
되/지/못하,1,0,1,0,0,0,NEG,1
되/지/않,6,0,0.5,0.333333333,0,0.166666667,NEG,0.5
되도록,1,0,0,0,0,1,POS,1
되도록/쉽,1,0,0,0,0,1,POS,1
되도록/쉽/ㄴ,1,0,0,0,0,1,POS,1
되돌아보,1,1,0,0,0,0,COMP,1
되살리,2,0,0,0,0,1,POS,1
되찾,3,0,0,0,0,1,POS,1
되찾/아,1,0,0,0,0,1,POS,1
되찾/아/가,1,0,0,0,0,1,POS,1
두,4,0,0.75,0.25,0,0,NEG,0.75
두/곡,1,0,1,0,0,0,NEG,1
두/곡/이,1,0,1,0,0,0,NEG,1
두/배,1,0,1,0,0,0,NEG,1
두/배/로,1,0,1,0,0,0,NEG,1
두/번,2,0,0.5,0.5,0,0,NEG,0.5
두/번/다시없,1,0,1,0,0,0,NEG,1
두/번/이상,1,0,0,1,0,0,NEUT,1
두,2,0,1,0,0,0,NEG,1
두/고,2,0,1,0,0,0,NEG,1
두/고/만,1,0,1,0,0,0,NEG,1
두/고/얼마나,1,0,1,0,0,0,NEG,1
두드러지,1,0,0,0,0,1,POS,1
두드러지,1,0,1,0,0,0,NEG,1
두렵,2,0,1,0,0,0,NEG,1
두렵/었,1,0,1,0,0,0,NEG,1
두렵/었/습니다,1,0,1,0,0,0,NEG,1
두르,1,0,0,0,0,1,POS,1
두르/고,1,0,0,0,0,1,POS,1
두르/고/있,1,0,0,0,0,1,POS,1
둔갑,3,0,1,0,0,0,NEG,1
둔갑/시키,1,0,1,0,0,0,NEG,1
둔갑/하,1,0,1,0,0,0,NEG,1
둘,1,0,0,1,0,0,NEUT,1
둘/로,1,0,0,1,0,0,NEUT,1
둘/로/보이,1,0,0,1,0,0,NEUT,1
둘러대,1,0,1,0,0,0,NEG,1
뒤,4,0,0.25,0.25,0,0.5,POS,0.5
뒤/에,3,0,0,0.333333333,0,0.666666667,POS,0.666666667
뒤/에/는,1,0,0,1,0,0,NEUT,1
뒤/에/별도,1,0,0,0,0,1,POS,1
뒤/에/숨,1,0,0,0,0,1,POS,1
뒤/에서,1,0,1,0,0,0,NEG,1
뒤/에서/돕,1,0,1,0,0,0,NEG,1
뒤떨어지,1,0,1,0,0,0,NEG,1
뒤섞이,1,1,0,0,0,0,COMP,1
뒤섞이/ㄴ,1,1,0,0,0,0,COMP,1
뒤섞이/ㄴ/기색,1,1,0,0,0,0,COMP,1
뒤흔들,1,0,1,0,0,0,NEG,1
뒤흔들/지,1,0,1,0,0,0,NEG,1
뒤흔들/지/못하,1,0,1,0,0,0,NEG,1
뒷맛,1,0,1,0,0,0,NEG,1
뒷맛/이,1,0,1,0,0,0,NEG,1
뒷맛/이/씁쓸,1,0,1,0,0,0,NEG,1
뒷받침,4,0,0.75,0,0,0.25,NEG,0.75
뒷받침/되,1,0,1,0,0,0,NEG,1
뒷받침/되/지,1,0,1,0,0,0,NEG,1
뒷받침/이,1,0,1,0,0,0,NEG,1
뒷받침/이/없,1,0,1,0,0,0,NEG,1
뒷받침/하,2,0,0.5,0,0,0.5,NEG,0.5
드디어,1,0,0,0,1,0,None,1
드러나,1,0,1,0,0,0,NEG,1
드러내,3,0,0.666666667,0,0,0.333333333,NEG,0.666666667
드물,3,0.333333333,0.333333333,0,0,0.333333333,COMP,0.333333333
드물/ㄴ,1,1,0,0,0,0,COMP,1
드물/ㄴ/일,1,1,0,0,0,0,COMP,1
드물/어서,1,0,0,0,0,1,POS,1
드물/어서/그동안,1,0,0,0,0,1,POS,1
득세,1,0,0,0,0,1,POS,1
든,2,0,0,0,0,1,POS,1
든/좋,1,0,0,0,0,1,POS,1
든/좋/아서,1,0,0,0,0,1,POS,1
든지,3,0,0.333333333,0.333333333,0,0.333333333,NEG,0.333333333
든지/머리,1,0,0,1,0,0,NEUT,1
든지/머리/가,1,0,0,1,0,0,NEUT,1
든지/자유,1,0,0,0,0,1,POS,1
든지/자유/롭,1,0,0,0,0,1,POS,1
든지/현실,1,0,1,0,0,0,NEG,1
든지/현실/화,1,0,1,0,0,0,NEG,1
듣,3,0,1,0,0,0,NEG,1
듣/거나,1,0,1,0,0,0,NEG,1
듣/었,1,0,1,0,0,0,NEG,1
듣/었/어요,1,0,1,0,0,0,NEG,1
들,15,0,0.533333333,0.066666667,0,0.4,NEG,0.533333333
들/거나,1,0,0,1,0,0,NEUT,1
들/거나/의식,1,0,0,1,0,0,NEUT,1
들/고,1,0,0,0,0,1,POS,1
들/고/있,1,0,0,0,0,1,POS,1
들/던,1,0,1,0,0,0,NEG,1
들/던/생활,1,0,1,0,0,0,NEG,1
들/어,2,0,1,0,0,0,NEG,1
들/어/미국,1,0,1,0,0,0,NEG,1
들/어/주,1,0,1,0,0,0,NEG,1
들/어야,1,0,1,0,0,0,NEG,1
들/어야/하,1,0,1,0,0,0,NEG,1
들/지,1,0,0,0,0,1,POS,1
들/지/않,1,0,0,0,0,1,POS,1
들/지만,1,0,0,0,0,1,POS,1
들/지만/이,1,0,0,0,0,1,POS,1
들,1,0,0,0,0,1,POS,1
들/ㄹ,1,0,0,0,0,1,POS,1
들/ㄹ/생각,1,0,0,0,0,1,POS,1
들,69,0.028985507,0.362318841,0.086956522,0,0.52173913,POS,0.52173913
들/과*,1,0,1,0,0,0,NEG,1
들/과*/공식,1,0,1,0,0,0,NEG,1
들/그러,1,0,0,0,0,1,POS,1
들/그러/어,1,0,0,0,0,1,POS,1
들/기능,1,0,0,0,0,1,POS,1
들/기능/을,1,0,0,0,0,1,POS,1
들/까지,1,0,0,0,0,1,POS,1
들/까지/참여,1,0,0,0,0,1,POS,1
들/께,2,0,1,0,0,0,NEG,1
들/도,1,0,1,0,0,0,NEG,1
들/도/여성,1,0,1,0,0,0,NEG,1
들/따르,1,0,1,0,0,0,NEG,1
들/따르/아,1,0,1,0,0,0,NEG,1
들/로,1,0,1,0,0,0,NEG,1
들/로/점점,1,0,1,0,0,0,NEG,1
들/만,1,0,1,0,0,0,NEG,1
들/만/이,1,0,1,0,0,0,NEG,1
들/보다,2,0,0,0,0,1,POS,1
들/보다/더,1,0,0,0,0,1,POS,1
들/보다/오히려,1,0,0,0,0,1,POS,1
들/사이,1,0,1,0,0,0,NEG,1
들/사이/에,1,0,1,0,0,0,NEG,1
들/상상,1,0,0,0,0,1,POS,1
들/상상/의,1,0,0,0,0,1,POS,1
들/앞,1,0,1,0,0,0,NEG,1
들/앞/에서,1,0,1,0,0,0,NEG,1
들/에,1,0,0,0,0,1,POS,1
들/에/대하,1,0,0,0,0,1,POS,1
들/에게,6,0,0.166666667,0,0,0.833333333,POS,0.833333333
들/에게/나,1,0,1,0,0,0,NEG,1
들/에게/들리,1,0,0,0,0,1,POS,1
들/에게/먹,1,0,0,0,0,1,POS,1
들/에게/소개,1,0,0,0,0,1,POS,1
들/에게/적극,1,0,0,0,0,1,POS,1
들/은,1,0,0,1,0,0,NEUT,1
들/은/무슨,1,0,0,1,0,0,NEUT,1
들/을,6,0,0.5,0,0,0.5,NEG,0.5
들/을/기냥,1,0,1,0,0,0,NEG,1
들/을/나누,1,0,0,0,0,1,POS,1
들/을/다시,1,0,0,0,0,1,POS,1
들/을/데리,1,0,1,0,0,0,NEG,1
들/을/믿,1,0,1,0,0,0,NEG,1
들/을/수없이,1,0,0,0,0,1,POS,1
들/의,12,0,0.166666667,0.083333333,0,0.75,POS,0.75
들/의/곁,1,0,0,0,0,1,POS,1
들/의/고달프,1,0,0,0,0,1,POS,1
들/의/박수,1,0,0,0,0,1,POS,1
들/의/사용,1,0,1,0,0,0,NEG,1
들/의/색깔,1,0,0,0,0,1,POS,1
들/의/신기,1,0,0,0,0,1,POS,1
들/의/자신만만,1,0,0,0,0,1,POS,1
들/의/즐겁,1,0,0,0,0,1,POS,1
들/의/지갑,1,0,0,0,0,1,POS,1
들/의/집단,1,0,1,0,0,0,NEG,1
들/의/책임자,1,0,0,1,0,0,NEUT,1
들/의/회화,1,0,0,0,0,1,POS,1
들/이,19,0.105263158,0.368421053,0.052631579,0,0.473684211,POS,0.473684211
들/이/가족,1,0,1,0,0,0,NEG,1
들/이/갇히,1,1,0,0,0,0,COMP,1
들/이/골고루,1,0,0,0,0,1,POS,1
들/이/기쁘,1,0,0,0,0,1,POS,1
들/이/다,1,0,0,0,0,1,POS,1
들/이/많,1,0,1,0,0,0,NEG,1
들/이/많이,2,0,0.5,0,0,0.5,NEG,0.5
들/이/머리,1,0,0,0,0,1,POS,1
들/이/모이,1,0,1,0,0,0,NEG,1
들/이/무엇,1,0,0,0,0,1,POS,1
들/이/서울,1,0,0,1,0,0,NEUT,1
들/이/아이,1,0,1,0,0,0,NEG,1
들/이/접근,1,0,0,0,0,1,POS,1
들/이/제아무리,1,0,1,0,0,0,NEG,1
들/이/주로,1,0,1,0,0,0,NEG,1
들/이/찾아오,1,0,0,0,0,1,POS,1
들/이/하,1,1,0,0,0,0,COMP,1
들/이/항생,1,0,0,0,0,1,POS,1
들/이,1,0,0,0,0,1,POS,1
들/처지,1,0,1,0,0,0,NEG,1
들/처지/에서,1,0,1,0,0,0,NEG,1
들/투성이,1,0,0,1,0,0,NEUT,1
들/투성이/이,1,0,0,1,0,0,NEUT,1
들/하고*,1,0,1,0,0,0,NEG,1
들리,3,0,0.333333333,0,0,0.666666667,POS,0.666666667
들리/ㄴ,1,0,0,0,0,1,POS,1
들리/ㄴ/연기,1,0,0,0,0,1,POS,1
들썩거리,1,0,1,0,0,0,NEG,1
들썩거리/게,1,0,1,0,0,0,NEG,1
들썩거리/게/하,1,0,1,0,0,0,NEG,1
들어가,4,0,0.25,0.25,0,0.5,POS,0.5
들어가/는,3,0,0,0.333333333,0,0.666666667,POS,0.666666667
들어가/는/까닭,1,0,0,0,0,1,POS,1
들어가/는/문,1,0,0,1,0,0,NEUT,1
들어가/는/통로,1,0,0,0,0,1,POS,1
들어오,2,0,0,0.5,0,0.5,NEUT,0.5
들어오/는,1,0,0,1,0,0,NEUT,1
들어오/는/주방,1,0,0,1,0,0,NEUT,1
들이,1,0,1,0,0,0,NEG,1
들이/고,1,0,1,0,0,0,NEG,1
들이/고/걷,1,0,1,0,0,0,NEG,1
들치,1,0,0,0,0,1,POS,1
들치/어,1,0,0,0,0,1,POS,1
들치/어/업,1,0,0,0,0,1,POS,1
듬뿍,2,0,0,0,0,1,POS,1
듬뿍/안,1,0,0,0,0,1,POS,1
듬뿍/치,1,0,0,0,0,1,POS,1
듯,4,0,0,0,0.75,0.25,None,0.75
듯/녹음,1,0,0,0,0,1,POS,1
듯/녹음/하,1,0,0,0,0,1,POS,1
듯,6,0,0.333333333,0,0.166666667,0.5,POS,0.5
듯/가파르,1,0,1,0,0,0,NEG,1
듯/가파르/고,1,0,1,0,0,0,NEG,1
듯/배우,1,0,0,0,0,1,POS,1
듯/배우/들,1,0,0,0,0,1,POS,1
듯/하,2,0,0.5,0,0,0.5,NEG,0.5
듯/하/ㄴ,1,0,1,0,0,0,NEG,1
등,11,0,0.272727273,0.272727273,0,0.454545455,POS,0.454545455
등/기획물,1,0,1,0,0,0,NEG,1
등/기획물/비디오,1,0,1,0,0,0,NEG,1
등/디테일,1,0,0,1,0,0,NEUT,1
등/디테일/에,1,0,0,1,0,0,NEUT,1
등/불순,1,0,1,0,0,0,NEG,1
등/불순/분자,1,0,1,0,0,0,NEG,1
등/사람,1,0,0,0,0,1,POS,1
등/사람/들,1,0,0,0,0,1,POS,1
등/상,1,0,0,0,0,1,POS,1
등/상/을,1,0,0,0,0,1,POS,1
등/심장,1,0,0,1,0,0,NEUT,1
등/심장/질환,1,0,0,1,0,0,NEUT,1
등/으로,1,0,1,0,0,0,NEG,1
등/으로/확인,1,0,1,0,0,0,NEG,1
등/을,3,0,0,0,0,1,POS,1
등/을/단행,1,0,0,0,0,1,POS,1
등/을/아끼,1,0,0,0,0,1,POS,1
등/을/키우,1,0,0,0,0,1,POS,1
등/이,1,0,0,1,0,0,NEUT,1
등/이/일어나,1,0,0,1,0,0,NEUT,1
등급,1,0,1,0,0,0,NEG,1
등급/분류,1,0,1,0,0,0,NEG,1
등급/분류/를,1,0,1,0,0,0,NEG,1
등록,1,0,0,0,0,1,POS,1
등록/대수,1,0,0,0,0,1,POS,1
등록/대수/가,1,0,0,0,0,1,POS,1
등산,1,0,0,0,0,1,POS,1
등산/용품,1,0,0,0,0,1,POS,1
등산/용품/교환전,1,0,0,0,0,1,POS,1
등산인,1,0,0,0,0,1,POS,1
등산인/들,1,0,0,0,0,1,POS,1
등산인/들/에게,1,0,0,0,0,1,POS,1
디,1,0,1,0,0,0,NEG,1
디/흔하,1,0,1,0,0,0,NEG,1
디스크,1,0,1,0,0,0,NEG,1
디자이너,1,0,0,1,0,0,NEUT,1
디자이너/일,1,0,0,1,0,0,NEUT,1
디자이너/일/을,1,0,0,1,0,0,NEUT,1
디테일,1,0,0,1,0,0,NEUT,1
디테일/에,1,0,0,1,0,0,NEUT,1
디테일/에/많이,1,0,0,1,0,0,NEUT,1
따뜻,1,0,0,0,0,1,POS,1
따뜻/하,1,0,0,0,0,1,POS,1
따뜻/하/ㄴ,1,0,0,0,0,1,POS,1
따라가,1,0,0,0,0,1,POS,1
따라서,7,0,0,0,1,0,None,1
따로,1,0,0,1,0,0,NEUT,1
따로/식물,1,0,0,1,0,0,NEUT,1
따로/식물/을,1,0,0,1,0,0,NEUT,1
따르,9,0,0.222222222,0.222222222,0.222222222,0.333333333,POS,0.333333333
따르/면,4,0,0,0.5,0.5,0,NEUT,0.5
따르/아,3,0,0.333333333,0,0,0.666666667,POS,0.666666667
따르/아/산,1,0,1,0,0,0,NEG,1
따르/아/스스로,1,0,0,0,0,1,POS,1
따르/아/중국,1,0,0,0,0,1,POS,1
따르/지,1,0,1,0,0,0,NEG,1
따르/지/않,1,0,1,0,0,0,NEG,1
따리,1,0,1,0,0,0,NEG,1
따리/어,1,0,1,0,0,0,NEG,1
따리/어/하,1,0,1,0,0,0,NEG,1
따위,2,0,0.5,0,0.5,0,NEG,0.5
따위/는,1,0,1,0,0,0,NEG,1
따위/는/없,1,0,1,0,0,0,NEG,1
따지,1,0,0,0,0,1,POS,1
따지/어,1,0,0,0,0,1,POS,1
따지/어/보,1,0,0,0,0,1,POS,1
딱하,2,0,1,0,0,0,NEG,1
딸,1,0,1,0,0,0,NEG,1
딸/의,1,0,1,0,0,0,NEG,1
딸/의/재롱떨*,1,0,1,0,0,0,NEG,1
땀,1,0,1,0,0,0,NEG,1
땀/을,1,0,1,0,0,0,NEG,1
땀/을/흘리,1,0,1,0,0,0,NEG,1
땅,1,0,1,0,0,0,NEG,1
땅/과,1,0,1,0,0,0,NEG,1
땅/과/하늘,1,0,1,0,0,0,NEG,1
때,11,0,0.363636364,0.272727273,0,0.363636364,NEG,0.363636364
때/경보,1,0,0,0,0,1,POS,1
때/경보/도,1,0,0,0,0,1,POS,1
때/는,3,0,0,0.333333333,0,0.666666667,POS,0.666666667
때/는/살,1,0,0,0,0,1,POS,1
때/는/햇곡식,1,0,0,0,0,1,POS,1
때/는/협심증,1,0,0,1,0,0,NEUT,1
때/도,1,0,1,0,0,0,NEG,1
때/도/있,1,0,1,0,0,0,NEG,1
때/묻,1,0,1,0,0,0,NEG,1
때/묻/고,1,0,1,0,0,0,NEG,1
때/여성,1,0,0,1,0,0,NEUT,1
때/여성/의,1,0,0,1,0,0,NEUT,1
때/와,1,0,0,0,0,1,POS,1
때/와,1,0,1,0,0,0,NEG,1
때/와/크,1,0,1,0,0,0,NEG,1
때/절대로,1,0,1,0,0,0,NEG,1
때/절대로/다른,1,0,1,0,0,0,NEG,1
때때로,1,0,1,0,0,0,NEG,1
때때로/울컥,1,0,1,0,0,0,NEG,1
때려치,1,0,1,0,0,0,NEG,1
때문,12,0,0.166666667,0.25,0.5,0.083333333,None,0.5
때문/에,5,0,0.4,0,0.4,0.2,NEG,0.4
때문/에/백화점,1,0,0,0,0,1,POS,1
때문/에/주위,1,0,1,0,0,0,NEG,1
때문/이,6,0,0,0.5,0.5,0,NEUT,0.5
때문/이/었,1,0,0,1,0,0,NEUT,1
떠나,5,0.2,0.2,0.2,0,0.4,POS,0.4
떠나/ㄴ,1,0,0,1,0,0,NEUT,1
떠나/ㄴ/뒤,1,0,0,1,0,0,NEUT,1
떠나/ㄴ다는,1,0,0,0,0,1,POS,1
떠나/ㄴ다는/느낌,1,0,0,0,0,1,POS,1
떠나/도록,1,1,0,0,0,0,COMP,1
떠나/도록/촉구,1,1,0,0,0,0,COMP,1
떠나/았,1,0,1,0,0,0,NEG,1
떠나/았/네,1,0,1,0,0,0,NEG,1
떠나/지,1,0,0,0,0,1,POS,1
떠나/지/않,1,0,0,0,0,1,POS,1
떠들,1,0,1,0,0,0,NEG,1
떠들/어,1,0,1,0,0,0,NEG,1
떠들/어/대,1,0,1,0,0,0,NEG,1
떠오르,4,0,0.25,0,0,0.75,POS,0.75
떠오르/게,1,0,0,0,0,1,POS,1
떠오르/게/하,1,0,0,0,0,1,POS,1
떡,2,0,0,0,0,1,POS,1
떡/과,1,0,0,0,0,1,POS,1
떡/과/한과,1,0,0,0,0,1,POS,1
떡/을,1,0,0,0,0,1,POS,1
떡/을/만들,1,0,0,0,0,1,POS,1
떨,1,0,0,0,0,1,POS,1
떨/거나,1,0,0,0,0,1,POS,1
떨/거나/목소리,1,0,0,0,0,1,POS,1
떨리,1,1,0,0,0,0,COMP,1
